keyword ,answer_en,answer_ta,answer_hi,answer_ma,answer_be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"onion planting,when to plant onion,onion sowing season",Onion prefers cool season with well-drained soils. Use transplants or direct seed depending on variety; ensure adequate nitrogen early and potassium towards bulb formation.,????????????? (?????) ?????? ?????????? ??????? ???? ??????? ????? ????? ??????????. ????? ?????????? ?????? ???? ?????? ????? ???? ??????????????.,?????? ???? ???? ??? ????? ???? ??; ????? ?? ?????? ??????????? ?? ???? ????? ????? ????????? ???? ?? ???????? ???? ???? ?? ??? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"onion pests,onion thrips,onion disease","Onion thrips and fungal rots cause yield loss. Use tolerant varieties, avoid excessive irrigation, and apply recommended insecticides when threshold crossed.",????????? ??????????? ??????? ??????? ??????? ???????? ?????? ????????. ????????? ????? ???? ?????? ?????????????.,?????? ??? ??????? ?? ??????? ??? ???? ???? ?????? ??????? ?? ????????? ?????? ???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chilli planting,when to plant chili,chili sowing time",Sow chilli seedlings in warm season; transplant after 6–8 weeks. Ensure nutrient-rich soil and balanced NPK; harvest after color change depending on variety.,??????? ??????? ????? ????????? ???????????; 6–8 ???????????? ????? ?????? ?????. ?????? NPK ?????????.,????? ???? ???? ??? ????; 6–8 ?????? ??? ???????????? ???? ?? ??????? NPK ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chilli pests,chili disease management,chilli viral disease","Chilli suffers from viral, bacterial and thrips problems. Rogue infected plants, use virus-free seedlings, and practice crop rotation and reflective mulches to reduce aphids/thrips.","??????? ?????, ?????????? ??????? ???????? ???????? ??????. ????????????? ??????? ??????, ????? ???????? ??????? ??????????????.","????? ??? ?????, ?????????? ?? ??????? ?? ?????? ???? ??? ???????? ????? ?? ????? ?? ?????-???? ???? ????? ?????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mango flowering,mango flowering season,when does mango flower",Mango typically flowers in late winter to early spring depending on variety and climate. Manage irrigation and nutrition before flowering to encourage heavy bloom and fruit set.,???????? ?????? ??????? ??????? ???????? ??????????? ???????? ?????? ???????????? ?????????. ???????????? ???? ??????? ??????? ???? ?????????? ???????????.,?? ????? ?? ??? ????? ?? ???? ?? ????? ??? ????? ??; ??? ??? ?? ???? ?????? ?? ???? ??????? ?????? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mango pests,mango anthracnose,mango fruit fly","Mango fruit fly and anthracnose cause major losses. Use sanitation, fruit bagging where possible, and apply recommended fungicides and baiting for fruit fly control.",?????? ???? ??????? ???????????? ???????????? ??? ???????. ??????? ??????? ?? ??????? ??????????????.,?? ??? ???? ?? ????? ?? ???????????? ?????? ??? ???????? ?? ?????? ?? ???? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"banana planting,when to plant banana,banana propagation","Plant banana suckers of appropriate age (12–18 months). Ensure deep fertile soil, regular irrigation and mulching; remove diseased suckers to prevent spread.","???????? 12–18 ??? ??????? ?????????? ???. ?????, ????? ??? ??????? ??? ???? ???????? ?????? ????????.",???? ?? 12–18 ????? ???? ?? ?????? ?? ?????; ???? ????? ?????? ?? ?????? ?????? ???????? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"banana pests,banana bunchy top,banana nematode","Banana nematodes and bunchy top virus reduce yields. Use clean planting material, nematicides where recommended, and maintain field sanitation.",???????? ?????? ??????? ????? ??? ???? ????????? ??????????. ??? ??????? ??????????????.,???? ??? ??????? ?? ????? ??? ????? ?????? ???????? ???? ??? ??????? ?? ????? ?? ???? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"guava care,guava pruning,guava pests",Guava requires light pruning to shape trees and improve air flow; use balanced fertilizers and control fruit flies with timely harvest and sanitation.,"???? ??????????? ???? ?????????, ?????? ???? ????????? ??????? ??????????? ??????? ??????? ????? ?? ???? ??????????? ?????????.",????? ?? ???? ???? ?? ??? ????? ????? ????; ??????? ?????? ??? ?? ?? ????? ???????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"papaya planting,papaya care,papaya disease",Papaya prefers well-drained soil and regular watering; use disease-free seedlings and stake young plants. Protect from wind and high rainfall during fruiting.,??????? ????? ??????? ????? ??????? ???????????; ???????? ??????? ??????? ????? ??????? ??????????.,????? ?? ????? ???????? ???? ?????? ?????; ???????? ???? ????? ?? ?? ??? ??? ??? ????? ?? ??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pomegranate care,pomegranate irrigation,pomegranate pests",Pomegranate thrives in semi-arid regions; moderate irrigation during fruit development and light pruning improve yields. Watch for fruit rot in humid conditions.,?????? ??????? ?????????? ????????; ?? ???????????? ???? ???????? ?????? ??????? ???????????? ???????????.,???? ????-????? ????????? ??? ????? ???? ??; ?? ?????? ??? ????? ?????? ?? ????? ????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"coconut care,coconut irrigation,coconut nutrition",Coconut palms need deep watering in sandy soils and regular potassium application. Provide shade for young palms and manage mealybugs and rhinoceros beetle.,???????????? ???? ??????? ????? ???? ??????? ??????????? ????. ???? ??????????? ????? ?????????.,?????? ?? ?????? ?? ???? ?????? ?? ???????? ?? ???????? ???? ??? ???? ????? ?? ???? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"okra care,okra planting,okra pests","Okra grows well in warm, well-drained soils; thin seedlings and harvest frequently to encourage continuous production.","???????????? ????????, ????? ??????? ????? ??????? ???? ?????? ?????; ??????? ????????? ??????? ???????? ?????????????.",????? ???? ?? ????? ???????? ???? ?????? ??? ????? ???? ??; ????? ?? ??? ?? ???? ?? ??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"spinach care,spinach planting,spinach pests","Spinach prefers cool weather and regular moisture; harvest outer leaves to allow continuous regrowth, and use compost for healthy greens.",?????? ????????????? ?????? ??????? ????? ???????? ??????????; ??????? ?????? ?????? ???????????.,???? ?? ???? ???? ?? ?????? ??? ???? ??; ????? ????? ????? ??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cabbage care,cabbage planting,cabbage pests",Cabbage grows in cool climates; maintain soil fertility and control cabbage pests such as caterpillars with biological controls.,?????? ?????? ??????????? ???????????; ????????? ????????????? ???????? ??????? ??????????????.,????? ???? ???? ???? ??? ????? ??; ?????? ?? ????? ???????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lettuce care,lettuce planting,lettuce pests",Lettuce prefers cool and shaded conditions; use frequent watering and light fertilization for crisp heads.,???????? ?????? ??????? ?????? ??????? ????? ??????; ???????? ???? ??????? ????? ???? ??????????????.,??????? ???? ?? ????? ???? ???? ??????? ??? ????? ???? ??; ?????? ???? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cucumber care,cucumber planting,cucumber pests",Cucumber likes warm weather and trellising; provide consistent moisture and protect from powdery mildew.,????????????? ????????? ??????????; ?????? ???????? ??????? ?????? ??????? ???????????.,???? ???? ???? ?? ?????????? ???? ???? ??; ?????? ??? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bottle gourd care,bottle gourd planting,bottle gourd pests",Bottle gourd requires trellis support and regular watering; harvest fruits young for best taste.,???????? ???????? ????? ?????????? ????? ????????????? ???????? ??????????; ???????? ????? ????????????? ????? ???????? ?????? ?????????.,???? ?? ????? ?? ?????? ???? ?? ???????? ???? ??; ?? ???? ?????? ??? ??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"beetroot care,beetroot planting,beetroot pests",Beetroot prefers deep loose soil and consistent moisture; thin seedlings and harvest when roots reach market size.,"???????? ?????, ??????? ????????? ????? ?????????????? ??????????; ????????? ???????????.",?????? ???? ???? ?????? ?? ?????? ??? ???? ???? ??; ????? ?? ??? ?? ???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"guava care,guava pests,guava planting",Guava grows in a wide range of soils; prune to maintain tree shape and harvest fruits at full color for best flavor.,???? ??????? ?????????? ??????; ?????? ??????????? ????????? ?????????.,????? ??????? ????????? ??? ???? ??; ???? ???? ???? ?? ??? ????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"papaya care,papaya pests,papaya planting",Papaya needs well-drained soil and regular watering; protect from strong winds and use staking for tall varieties.,??????? ???? ??????? ????????????? ??????? ??????? ???? ????.,????? ?? ????? ???????? ?? ?????? ???? ?????; ??? ??? ?? ??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pomegranate care,pomegranate pests,pomegranate planting",Pomegranate thrives in semi-arid climates; light pruning and moderate irrigation during fruiting give good yields.,?????? ??? ????? ?????????? ????????; ????? ????????? ??????? ?????? ?????? ????????.,???? ????-????? ?????? ??? ????? ???? ??; ????? ????? ?? ????? ?????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"grapes care,grapes pests,grapes planting","Grapes require trellis systems, regular pruning and good sunlight; monitor for fungal diseases in humid areas.","???????? ??????? ????, ???????? ????????? ??????? ???? ????? ??? ????.",??????? ?? ?????????? ?? ?????? ????? ?? ????? ???? ??; ?????? ??? ?????? ?? ????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"apple care,apple pests,apple planting",Apple prefers temperate climates and chilling hours; select suitable cultivars and manage pests and blossom thinning for quality fruit.,??????? ?????? ?????????? ????????; ?????? ?????? ?????????????? ????????? ??????????????.,??? ????????? ?????? ??? ????? ???? ??; ??????? ????? ????? ?? ????? ?? ????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teak care,teak planting,teak pests",Teak requires well-drained soils and protection in early years; manage spacing for timber quality and control weeds regularly.,???? ?????????? ???? ??????? ??? ??????? ????? ????? ?????????? ???????.,??? ?? ????? ???????? ?? ??????? ?????? ??? ??????? ?????; ?????? ???? ????.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eucalyptus care,eucalyptus planting,eucalyptus pests",Eucalyptus grows fast in a range of soils; manage harvest cycles and watch for excessive water uptake in shallow soils.,?ucalyptus ?????? ???????? ??????? ??? ???????? ??????; ?????? ???????? ???????????.,?????????? ???? ?? ????? ??; ????? ???? ?? ????? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"neem care,neem planting,neem pests",Neem is drought tolerant and useful for integrated pest management; use leaves and cake as organic inputs.,???? ???????????? ?????????? ??????? ?????? ???????????? ?????????.,??? ???? ?????? ?? ?? ??? ???????? ??? ?????? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"moringa care,moringa planting,moringa pests",Moringa grows quickly in dry areas and is nutrient-rich; prune regularly and harvest leaves for nutrition.,???????? ???? ?????????? ??????? ?????? ??????? ????????.,???? (???????) ???? ?????? ??? ???? ?? ?? ??????? ???? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soil testing,soil testing benefits",Soil testing every 1-2 years helps determine nutrient needs and pH; follow soil-test recommendations for fertilizer application.,??????? 1-2 ????????? ??? ????? ????? ?? ??????? ??????? pH ???????? ???????.,1-2 ??? ??? ?????? ??????? ???? ?? ??????? ?? ?????? ?????? ???.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"compost,compost benefits","Compost improves soil structure, water holding and provides slow-release nutrients; apply compost before planting or as a top dressing.",????????? ??? ??????? ?????????? ?????? ??????? ??????? ?????????????? ????????.,??? ?????? ?? ????? ?? ???? ???? ?????? ?????? ??; ???? ?? ???? ?????.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"drip irrigation,drip irrigation benefits",Drip irrigation saves water and improves yield by supplying moisture at root zone; ideal for vegetables and orchards.,?????? ?????? ???? ???????????????? ??????? ???????????? ???? ?????????.,????? ?????? ???? ????? ?? ?? ????? ?? ???? ???? ???? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"green manure,green manure benefits","Green manures (sesbania, sunn hemp) add organic matter and nitrogen; incorporate before sowing main crop.",????? ??????? ?????????? ??????? ???????? ??????????; ??????? ???????????.,??? ????? ???? ????????? ?? ?? ????? ????? ?????? ?????? ???; ????? ??? ?? ???? ???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pest scouting,pest scouting benefits",Regular pest scouting helps early detection; maintain records and act using IPM thresholds to reduce pesticide use.,?????? ??????????? ????? ????? ?????????? ??????? ????????; IPM ???????????? ????????? ??????????.,?????? ??? ???????? ?? ??????? ????? ???? ??; IPM ?? ??? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilizer for paddy,Apply basal dose at transplanting and split nitrogen during tillering and panicle initiation stages; follow soil test rates.,???????? ??????? ??????? ???? ???????? ???? ??????? ???????????? ???????? ???????? ????.,??? ??? ???? ?? ??????? ?? ??? ??????? ????????? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilizer for maize,Apply N in split doses and base P and K at planting; use soil test to adjust rates.,"??????????????? ???????? ????????????? ?????? ????????, P ??????? K ????????? ???????????.","????? ?? ??????? ????????? ?? ???? P,K ????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"post harvest storage,postharvest handling,storage of grains","Post-harvest handling: dry grains to safe moisture level, clean storage, use airtight containers or silos and monitor for pests. Good handling preserves quality.",???????????? ??????? ??????????: ???????????? ?????????? ???????? ??????????? ??????? ????????????? ??????????????.,??? ?? ??? ?? ????????: ???? ?? ???????? ??? ?? ?????? ?? ??? ??????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"certified seeds,seed selection,quality seeds","Use certified, disease-free seeds or seedlings to ensure healthy stands and higher yield; source from trusted suppliers and follow spacing recommendations.",???????????????? ???? ?????? ??????? ??????????????; ???????? ???????????????????? ?????????.,???????? ?? ???????? ??? ???; ????????? ???????????? ?? ???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"hello,hi,good morning,???????,??????","Hello! ?? I’m your AgriBot — ask me about crops, soil, pests, irrigation or fertilizers.","???????! ?? ???? ?????? ??????????? — ????????, ???, ????????? ??????? ?????????.","??????! ?? ??? ???? ???????? ??? — ???, ??????, ??? ?? ?????? ?? ???? ??? ??????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"thank you,thanks,?????,???????",You're welcome! ?? Glad I could help. Ask anytime.,?????! ?? ????????? ?????????. ??????? ?????????????? ?????????.,???????! ?? ??? ?? ???? ???? ????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
